Link,Title
https://finance.yahoo.com/news/shareholder-notice-brodsky-smith-llc-224000883.html,"SHAREHOLDER NOTICE: Brodsky & Smith, LLC Announces an Investigation of Vivint Solar, Inc. (NYSE - VSLR)"
https://www.fool.com/investing/2020/07/07/why-sunrun-and-vivint-solar-stocks-soared-today.aspx?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article&yptr=yahoo,Why Sunrun and Vivint Solar Stocks Soared Today
https://finance.yahoo.com/news/oil-prices-range-bound-pipelines-190000973.html,Oil Prices Range Bound As Pipelines Come Under Pressure
https://techcrunch.com/2020/07/07/sunruns-3-2-billion-vivint-solar-bid-challenges-teslas-energy-ambitions/,Sunrun's $3.2 billion Vivint Solar bid challenges Tesla's energy ambitions
https://www.marketwatch.com/story/sunrun-stock-jumps-more-than-25-after-deal-news-2020-07-07?siteid=yhoof2&yptr=yahoo,Sunrun stock jumps more than 25% after deal news
https://www.barrons.com/articles/sunrun-stock-solar-merger-profitability-california-residential-51594138644?siteid=yhoof2&yptr=yahoo,Solar Stocks Are Jumping Because a Merger Could Bring Profitability
https://finance.yahoo.com/news/clean-energy-etfs-focus-sunrun-160504946.html,Clean Energy ETFs in Focus on Sunrun-Vivint Solar Deal
https://finance.yahoo.com/news/sunrun-set-buy-vivint-solar-145302944.html,Sunrun Set to Buy Vivint Solar for $3.2B in an All-Stock Deal
https://www.fool.com/investing/2020/07/07/sunrun-consolidates-solar-panel-market-with-vivint.aspx?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article&yptr=yahoo,Sunrun Consolidates the Residential Solar Market With Vivint Solar Acquisition
https://www.thestreet.com/investing/sunrun-run-stock-vivint-solar-vslr-acquisition?puc=yahoo&cm_ven=YAHOO&yptr=yahoo,Sunrun to Buy Solar Peer Vivint Solar for $1.46 Billion in Stock
https://finance.yahoo.com/news/vslr-alert-johnson-fistel-investigates-132600342.html,(VSLR) Alert: Johnson Fistel Investigates Proposed Sale of Vivint Solar; Are Shareholders Getting a Fair Deal?
